lokacija2;kvadratura;sprat;broj_soba;parking;lift;terasa;cena
7.26154;38;4;2;0;0;1;44500
8.03652;33;1;1;0;0;0;45900
7.19258;45;5;2;0;0;0;58500
7.12052;39;6;2;0;1;1;48750
7.12052;35;0;2;0;1;1;46600
7.12052;43;6;2;0;1;1;53750
8.37481;47;0;2;0;0;0;55000
7.67369;40;0;2;0;0;0;55000
8.37481;43;0;2;0;0;1;56000
8.37481;43;0;2;0;0;1;55000
7.67369;47;0;2;0;0;0;46000
8.37481;43;0;2;0;0;0;54900
8.22844;65;0;2;1;0;1;57000
8.37481;47;0;2;0;0;0;54900
8.37481;47;0;2;0;0;1;55000
8.37481;43;0;2;0;0;0;54900
8.22844;39;-1;2;0;0;1;35000
8.37481;47;0;2;0;0;0;55000
8.37481;44;0;2;0;0;0;54900
8.37481;43;0;2;0;0;0;55000
5.67182;71;0;2;1;0;1;81650
8.37481;47;0;2;0;0;0;54900
8.57034;47;3;2;0;0;1;55000
8.37481;43;0;2;0;0;0;54900
8.37481;47;0;2;0;0;0;55000
8.33278;34;3;2;0;0;1;47000
8.37481;47;0;2;0;0;0;56000
8.11819;29;0;1;1;0;0;32000
7.74758;55;4;2;0;0;1;55000
8.37481;47;0;2;0;0;0;55000
7.74758;28;0;1;0;0;0;32500
8.37481;43;0;2;0;0;0;54900
5.67182;74;0;2;0;0;0;85100
8.34477;59;3;2;0;0;1;75000
7.41447;63;0;2;0;0;1;65000
8.82472;46;0;2;1;0;1;55000
8.37481;47;0;2;0;0;0;55000
7.5786;45;2;2;0;1;1;76500
8.33278;41;1;2;1;0;1;55000
5.67182;52;2;2;0;0;0;59800
7.71395;55;1;2;0;0;1;79000
7.74758;80;5;2;0;0;1;36000
7.67989;54;3;2;0;0;1;55000
7.74758;48;2;2;0;0;0;62000
7.71395;55;3;2;1;0;1;83000
5.67182;71;0;2;0;0;0;81400
7.92264;22;1;1;0;0;1;31000
7.95908;25;0;1;0;0;0;33000
8.37481;43;0;2;0;0;0;54900
7.76236;62;4;3;0;0;1;65000
5.67182;70;1;3;0;0;0;80500
5.67182;74;0;2;0;0;0;85100
8.4924;103;1;2;0;0;1;87500
5.67182;71;0;2;0;0;0;81650
7.76236;110;4;5;0;0;1;105000
7.95908;66;2;3;0;0;1;74000
7.95908;66;2;2;0;0;1;74000
8.31305;44;0;2;1;0;1;50000
7.95908;66;2;2;0;0;1;74000
7.76236;110;4;5;0;0;1;105000
8.03652;90;2;5;0;0;1;150000
8.33278;66;2;3;1;0;1;74000
7.71395;55;1;3;0;0;1;83000
7.12052;45;0;2;1;0;1;45000
8.03652;90;2;5;0;0;1;150000
7.76236;25;1;0;0;0;1;32000
7.76236;25;1;0;0;0;1;32000
8.31305;21;0;0;0;0;0;24500
7.03511;21;2;0;0;0;0;26000
7.74758;29;3;1;1;0;1;28000
7.60716;61;0;2;0;0;1;40000
7.18405;37;0;2;0;0;0;39000
7.18405;37;0;2;1;0;1;39000
7.18405;43;4;2;0;0;1;55000
7.18405;37;0;2;0;0;1;39000
7.16407;35;0;2;0;0;1;50000
7.19258;45;5;2;0;0;1;58500
6.83755;19;0;0;0;0;0;17500
7.18405;37;0;2;1;0;1;39000
7.16407;36;0;2;0;0;1;55000
7.16407;36;0;2;0;0;1;55000
6.92401;49;3;2;0;0;1;54000
6.83109;21;0;0;0;0;1;30000
7.62723;32;0;0;0;0;1;31000
6.99324;33;4;1;0;1;0;46000
7.12052;47;6;2;0;1;1;58600
7.67369;60;2;2;0;0;1;70000
7.12052;55;6;2;0;1;1;69000
6.72663;75;1;2;0;0;1;102000
6.73013;56;1;2;0;1;1;72800
7.12052;59;6;2;0;1;1;73750
7.11535;67;1;2;0;0;1;92000
6.71555;54;1;2;0;0;0;65900
6.73013;68;4;2;0;1;1;87000
6.99324;56;2;2;1;0;1;95000
6.83109;61;0;2;0;0;0;45000
7.04853;87;4;2;1;1;1;82000
6.73013;62;0;2;1;1;1;74900
7.18788;55;3;2;0;0;1;74000
6.73013;68;2;2;0;1;1;78000
7.18788;57;4;2;1;1;1;85500
7.18405;79;2;3;0;0;1;100000
6.72663;75;1;2;0;0;1;112000
8.29633;63;8;3;0;1;0;94500
6.6667;132;9;4;0;1;1;135000
6.6667;88;17;2;0;0;1;88000
6.6667;88;17;2;0;1;1;88000
6.90114;46;0;2;0;0;0;56000
6.90114;34;1;2;0;0;0;48500
6.6667;71;7;2;0;0;1;96900
7.64762;54;0;3;0;0;1;87720
6.72663;74;1;3;0;0;1;102000
6.55251;77;1;3;0;0;1;96000
7.72201;88;1;3;0;1;1;131000
6.72663;75;1;3;0;0;1;102000
7.55958;78;0;2;0;0;1;97500
7.52503;89;3;3;0;0;1;134000
7.18405;98;2;4;0;1;1;123000
5.77714;39;7;2;0;1;0;59900
8.08141;28;0;3;0;1;1;65000
6.83109;124;10;4;0;1;1;139000
1.78128;88;0;3;1;0;0;76000
7.81918;85;3;4;0;0;1;85000
5.03717;60;4;3;0;0;1;99000
0.89367;95;1;4;0;1;1;134000
7.79529;100;3;4;0;1;1;125000
5.72287;32;0;1;0;0;1;60000
7.62723;135;2;4;0;0;1;137000
7.74758;82;5;3;0;0;1;46500
7.12052;67;0;3;1;0;1;93130
5.03717;59;4;2;0;0;1;99000
7.3264;212;3;4;0;0;1;157000
8.16061;95;3;4;0;0;1;119000
7.14674;43;3;2;1;0;1;59900
5.67514;31;4;0;0;1;1;65000
6.72663;74;1;3;0;0;1;102000
7.24449;90;1;4;0;0;1;110000
7.71395;55;1;3;1;0;1;79000
6.99324;183;4;4;0;0;1;180000
7.64762;142;2;4;0;0;1;198000
6.46872;75;4;4;0;0;1;83000
6.46872;75;4;4;0;0;1;83000
6.46872;75;4;4;0;0;1;83000
6.46872;75;4;4;0;0;1;83000
6.92401;100;1;4;1;0;1;129000
6.6667;124;10;4;0;1;1;139000
6.50025;100;1;4;0;0;1;260000
6.6667;124;10;4;0;1;1;139000
5.9204;30;-1;1;0;0;0;25000
5.9976;76;3;2;0;1;1;102500
7.18788;98;2;3;0;0;1;90000
7.52968;31;0;1;0;0;0;55000
6.92401;44;0;2;0;1;0;60000
5.00535;31;0;1;0;1;0;69900
6.46872;78;2;4;0;0;1;85000
6.72538;82;4;3;0;1;0;95000
5.10467;74;0;2;0;0;1;164000
5.67514;36;5;1;1;1;0;90000
5.82977;71;1;2;1;0;0;155000
7.30595;32;2;1;0;0;1;94000
5.9204;30;-1;1;0;0;0;28000
5.9331;30;-1;1;0;0;0;27900
5.9204;30;-1;1;0;0;0;25000
6.99324;62;4;2;0;1;1;100000
5.56489;150;3;5;0;0;1;281600
5.72287;82;5;3;0;0;1;139900
7.52968;78;0;3;0;1;1;100000
5.70644;39;1;2;0;1;0;87750
5.67514;84;3;3;0;0;1;90000
5.72287;80;5;3;0;1;1;135000
5.82977;71;1;2;0;0;1;155000
5.82977;71;1;3;0;0;1;155000
5.72287;72;5;3;1;1;1;140000
5.15995;227;2;7;0;0;1;289000
4.5531;118;5;4;0;1;0;229000
5.72287;78;5;3;0;1;1;140000
5.72287;162;1;6;0;0;1;235000
7.11535;90;2;4;0;0;1;91000
5.67514;38;5;1;1;1;0;93000
7.12052;80;0;4;0;0;1;104000
7.18788;72;2;4;0;0;1;88000
7.11535;90;3;4;0;0;1;90800
5.72287;63;1;2;1;0;1;140000
5.00535;135;4;4;0;1;1;250000
6.6667;90;9;4;0;1;1;135000
6.66635;124;10;4;0;1;0;139000
5.45833;160;2;6;0;0;1;256143
5.70644;45;0;2;0;0;0;67500
5.00535;38;1;2;0;1;1;83600
7.19258;119;5;4;1;1;1;148900
6.7626;132;4;4;0;0;1;127000
5.70644;35;5;2;0;0;1;72000
5.15995;227;2;7;0;1;1;289000
5.70644;45;0;2;0;0;0;67500
5.10467;47;2;2;0;0;1;108000
5.15995;33;0;2;0;0;0;57000
6.03216;51;7;2;0;1;1;75000
5.00535;44;0;2;0;0;1;98800
5.42626;42;4;2;0;0;1;72500
5.67514;45;2;2;0;1;1;92000
5.00535;45;0;2;0;1;0;103500
5.62959;55;5;2;0;1;1;110000
5.70644;35;4;2;1;0;0;72000
4.5531;118;5;4;0;1;0;239000
5.70644;45;0;2;1;0;0;67500
5.42626;42;4;2;0;0;1;72500
5.95415;103;7;4;0;0;1;145000
5.00535;46;0;2;0;1;1;103250
5.82977;71;1;2;0;0;1;155000
5.15995;63;6;2;0;0;0;109000
5.70644;60;4;2;0;0;0;89000
5.23744;48;0;2;1;0;0;79900
4.72794;36;5;2;0;0;0;90000
5.70644;62;0;2;0;1;1;105000
4.50317;49;6;2;0;1;1;115000
6.75633;53;1;2;0;0;1;64000
5.82977;71;1;2;0;0;1;155000
5.00535;56;0;2;0;1;1;123000
5.70644;94;5;4;0;0;0;115000
5.44973;180;0;4;0;0;1;260000
5.44973;131;4;4;0;1;1;349900
5.44973;102;2;4;1;1;1;235000
5.89874;54;7;2;0;0;1;84900
5.70644;48;1;2;0;0;1;82000
5.81393;107;7;4;0;1;1;155000
6.03216;53;2;2;0;0;1;93990
5.9024;67;5;2;0;0;0;77000
5.03717;152;1;4;1;0;1;199500
5.97235;46;1;2;0;0;1;72000
5.37218;49;4;2;0;0;1;93000
5.89874;54;7;2;0;0;1;84900
6.08604;36;4;2;0;1;0;73440
5.81393;107;6;4;0;1;1;120000
5.42626;42;4;2;0;0;1;72500
5.70644;51;0;2;0;0;1;95000
4.72175;89;2;4;0;1;1;149000
5.70644;57;1;2;0;1;1;123900
5.70644;35;4;2;0;0;1;72000
4.49745;55;5;2;0;0;1;105000
4.90891;41;0;2;0;1;0;103500
4.90891;53;2;2;0;1;1;132200
4.90891;47;2;2;1;1;0;118000
4.88246;54;0;2;0;1;1;104900
5.15995;44;0;2;0;0;0;80000
5.45833;61;0;2;0;0;0;100650
5.28533;80;1;2;0;0;1;80000
5.15995;93;3;3;1;0;0;199000
4.72175;96;5;4;0;1;1;145000
5.89874;61;7;2;0;1;1;105000
5.54041;60;1;2;0;0;1;90000
5.73123;125;6;4;0;1;1;130000
5.22652;158;1;4;1;0;1;389000
5.37218;61;2;2;0;1;1;124900
5.70644;49;1;2;1;1;0;85000
6.03216;53;1;2;0;0;1;94000
5.95415;57;5;2;0;1;1;114000
4.74502;53;0;2;1;0;0;54990
5.31985;93;2;3;0;0;1;139900
5.89874;60;7;2;0;1;1;84900
5.10467;47;2;2;1;0;0;108000
5.89874;42;0;2;0;0;0;54000
5.70644;61;3;2;0;1;0;100000
5.95415;57;5;2;0;1;1;114000
5.42626;42;4;2;0;0;0;72500
5.95415;55;5;2;0;1;1;114000
5.28533;54;0;2;0;0;1;85000
5.28533;54;0;2;0;0;1;85000
5.70644;43;5;2;1;0;1;78000
5.73123;101;6;4;0;1;1;168000
4.72175;89;2;4;0;1;1;149000
5.44973;174;4;4;1;1;1;302400
5.15995;158;2;4;0;0;1;389000
5.28533;45;1;2;1;0;0;90000
4.47554;148;5;4;1;1;1;298500
6.08604;51;6;2;0;1;1;87000
5.15995;43;0;2;0;0;0;79000
5.90412;96;8;3;0;1;1;113000
5.9976;40;0;2;0;0;0;115000
5.00535;127;4;4;0;0;1;250000
5.95415;68;7;4;0;1;1;145000
5.90412;74;8;3;0;1;1;107000
5.90412;74;8;3;0;1;1;107000
5.73949;70;8;3;0;1;0;98000
4.72175;96;3;3;0;1;1;145000
5.77714;84;2;3;0;1;1;145000
5.73123;70;8;3;0;1;0;98000
5.73123;90;0;3;1;1;1;129900
5.77714;84;2;3;0;1;1;145000
5.90412;74;8;3;0;1;1;107000
5.77714;84;2;3;0;1;1;145000
5.77714;88;3;3;0;1;1;140000
5.95415;105;7;4;0;1;1;145000
5.77714;73;8;3;0;1;0;94500
5.90412;74;8;3;0;1;0;107000
5.37218;102;3;4;0;1;1;235000
7.48052;148;5;4;0;1;1;298500
5.43275;92;0;4;0;0;1;185000
4.72175;93;2;3;0;1;1;139900
5.44973;103;2;4;1;1;1;234900
5.44973;102;2;4;0;1;1;235000
5.62959;70;0;2;0;1;0;139000
5.48518;97;1;4;0;0;0;230000
6.14639;103;0;4;1;0;0;181000
5.72287;73;4;2;0;1;1;140000
4.37361;62;2;2;0;1;1;120900
5.62959;76;0;2;0;1;0;139000
5.95415;105;7;4;0;1;1;145000
5.44973;112;3;4;0;0;1;218400
5.00535;51;0;2;0;1;1;114500
5.00535;51;0;2;0;1;0;117300
6.14639;71;4;2;0;1;1;142000
5.95415;105;7;4;0;1;1;145000
4.37361;58;2;2;0;1;1;113100
5.89874;60;7;2;0;1;1;84900
5.62959;93;7;4;0;1;0;145000
5.89874;103;6;4;1;1;1;190000
4.47554;148;5;4;0;1;1;298500
5.95415;105;7;4;0;1;1;145000
5.44973;102;2;4;0;1;1;235000
7.48052;148;5;4;0;1;1;298500
4.43258;82;0;4;0;1;0;180400
4.38598;106;5;4;0;1;1;250000
5.95415;105;7;4;0;1;1;145000
7.48052;148;5;4;0;1;1;298500
7.48052;148;4;4;0;1;1;298500
7.19258;119;6;4;0;1;1;148750
6.75633;81;1;4;1;0;1;153900
5.95415;68;7;4;0;1;1;145000
4.90891;156;4;4;1;1;1;390500
5.62959;83;1;4;0;1;1;164200
7.19258;119;6;4;0;1;0;148800
5.72287;162;1;6;0;0;1;235000
5.67514;36;5;1;0;1;0;90000
5.72287;161;1;4;0;0;0;235000
5.15995;176;2;4;0;0;1;389000
5.67514;36;5;2;1;1;0;89000
5.71524;58;0;3;0;1;1;190000
5.10467;78;1;3;1;0;1;199000
5.67514;38;5;1;0;0;1;90000
5.72287;72;5;4;0;1;1;140000
5.67514;38;5;1;0;1;1;89000
5.72287;162;1;6;0;0;1;235000
5.10467;101;3;4;0;0;1;182000
5.15995;76;1;4;1;0;1;109990
5.9204;70;3;4;0;0;0;95000
5.67514;36;5;2;0;1;0;90000
5.10467;78;1;3;1;0;1;199000
5.70644;114;5;4;1;1;1;299000
5.10467;95;3;4;0;0;1;141000
5.67514;113;0;4;0;1;1;260000
5.70644;99;5;4;0;0;1;115000
5.67514;113;0;4;0;0;0;260000
5.44973;103;2;4;0;1;1;235000
4.77306;125;5;4;0;0;1;175000
4.49745;95;4;4;0;1;1;240000
6.83109;125;5;4;0;0;0;175000
4.77306;125;5;4;0;0;1;175000
5.67514;43;1;2;0;1;1;100000
4.77306;125;5;4;0;0;1;175000
5.10467;104;3;4;1;0;1;194000
1.03442;219;7;5;0;1;1;460000
5.67514;38;5;1;1;1;0;90000
5.56489;176;3;5;1;0;1;282000
6.14639;80;1;4;0;1;1;148000
5.67514;44;0;2;0;0;0;65000
5.72287;72;5;3;0;1;1;140000
7.14674;28;-1;0;0;0;0;26500
5.67514;45;2;2;0;1;1;92000
5.67514;83;4;3;1;1;1;165000
7.14674;49;-1;2;0;0;0;39000
6.92401;33;0;2;0;0;1;46000
7.52968;78;0;3;0;0;1;99000
5.9976;84;1;3;0;1;1;143000
6.72538;82;4;3;0;0;0;95000
7.30595;32;2;1;0;0;1;94000
1.03442;219;7;5;0;1;1;460000
5.9976;71;5;4;0;1;1;110000
5.9976;71;5;3;0;1;1;110000
6.9914;165;3;7;0;1;1;200000
5.81687;176;0;5;0;0;1;297000
5.9976;84;1;3;0;1;1;143000
7.52968;78;0;3;0;1;1;99000
6.9914;125;3;6;0;1;1;200000
5.37218;38;5;1;0;1;0;89900
7.30595;32;2;1;0;0;1;94000
6.92401;128;1;4;0;0;1;159000
6.72538;38;-1;1;0;0;1;26500
6.9935;49;0;2;0;0;0;39000
5.9976;71;5;4;0;1;1;110000
4.32764;44;0;1;0;1;1;94000
5.9204;30;0;1;0;0;0;28000
5.22652;158;2;4;1;0;1;389000
5.72287;72;5;3;1;1;1;140000
5.22652;93;3;3;1;0;0;199000
5.67514;38;5;1;0;1;0;90000
5.10467;40;0;1;0;0;0;76000
5.67514;38;5;1;0;1;0;90000
5.56489;150;3;5;1;0;1;280500
5.72287;162;1;5;1;0;1;235000
5.03717;60;4;3;0;0;0;103000
5.72287;80;5;3;1;1;1;140000
5.71524;58;1;2;0;1;1;145000
5.03717;59;4;3;0;0;1;99000
5.72287;162;1;6;1;0;0;235000
5.15995;100;3;3;0;0;0;199900
5.67514;113;0;4;0;0;1;260000
5.56489;150;3;5;0;0;1;282000
7.14674;28;-1;1;0;0;0;27000
7.30595;32;2;1;0;0;0;94000
7.30595;32;0;0;0;1;0;58000
6.92401;100;1;4;1;0;1;149000
5.67514;38;5;1;1;1;0;90000
5.71524;43;1;2;0;1;1;125000
7.30595;32;1;1;0;0;1;94000
6.9935;113;4;5;1;1;1;165000
7.30595;46;0;2;1;0;0;92000
6.92401;200;0;5;0;1;0;230000
7.14674;50;2;3;1;0;1;72500
6.92401;113;4;5;1;1;1;168500
5.9976;111;2;4;0;1;1;166500
7.14674;51;2;2;1;0;1;70000
5.70644;26;5;1;0;1;1;50000
5.95415;40;1;1;0;1;1;89000
6.77624;8;2;0;0;0;0;9900
5.70644;35;1;1;0;0;1;69000
6.92401;113;4;5;0;1;1;168300
5.67514;38;5;1;0;1;1;89000
5.9204;30;-1;1;0;0;0;27990
4.49745;55;0;3;0;0;0;75000
4.77306;80;6;3;0;0;1;91000
5.44973;99;4;3;0;0;1;168300
5.9204;68;0;3;0;1;0;147500
5.70644;24;0;0;0;1;1;45000
5.89874;78;7;3;1;1;1;110000
5.31985;93;2;3;0;0;1;139900
5.9204;150;0;3;0;0;1;159000
5.45833;164;0;3;0;0;0;178600
5.72287;80;4;3;0;1;1;140000
5.45833;160;2;3;0;0;0;256143
5.67514;150;2;3;0;0;1;160000
5.45833;124;0;3;0;0;1;178600
4.77306;80;6;3;0;0;1;85000
5.45833;84;1;3;0;0;0;178600
5.62959;68;5;3;1;1;1;134000
5.45833;84;1;3;0;0;1;178000
5.45833;84;0;3;0;0;1;178600
5.70644;87;2;3;0;0;0;156000
5.70644;87;1;3;0;1;1;156000
5.45833;84;1;3;0;0;1;178000
4.7158;60;4;3;0;0;0;99000
5.15995;93;3;3;0;0;1;199000
5.44973;99;4;3;0;0;1;166600
5.44973;112;3;3;0;0;1;218400
1.03442;102;0;3;0;1;1;244800
5.70644;87;1;3;0;1;1;156000
5.10467;75;1;3;0;0;1;180000
5.81687;18;0;0;0;0;0;38000
5.81687;18;0;0;0;0;0;38000
5.81687;24;0;0;1;0;0;34000
5.45833;84;0;3;0;0;1;178600
5.81687;23;0;0;0;0;0;38000
5.81687;18;0;0;0;0;1;38000
5.9204;30;3;0;0;0;0;60000
5.37218;42;0;0;1;0;1;52000
5.44973;112;3;3;0;0;0;218400
5.44973;98;4;3;0;0;1;166600
5.48518;75;0;3;0;0;0;230000
5.44973;98;4;3;1;0;1;166600
5.4408;84;2;3;0;0;1;193000
5.56489;71;0;3;0;0;1;126000
5.81687;23;0;0;0;0;0;38000
5.44973;99;4;3;0;0;0;166600
5.44973;112;3;3;0;0;1;218400
5.89874;61;7;3;0;1;1;110000
5.70644;58;7;3;0;1;1;99000
5.81687;73;0;3;0;0;0;98000
5.81687;23;0;1;0;0;1;38000
5.44973;112;3;3;0;0;1;218400
5.70644;62;0;3;1;0;1;112000
5.45833;154;2;3;0;0;0;246583
5.37218;45;0;1;0;1;1;92000
5.00535;39;1;1;0;1;0;79900
5.89874;37;2;1;0;0;1;73000
5.9204;30;-1;1;0;1;0;27000
5.89874;43;0;1;0;1;1;76900
5.00535;31;0;1;0;1;0;60990
5.9204;30;-1;1;0;1;0;28000
5.70644;87;1;3;0;1;1;156000
5.9204;30;-1;1;0;0;0;27000
4.32764;44;0;1;0;1;1;95000
5.62959;96;2;3;1;0;0;160000
4.38598;68;1;3;0;1;1;140000
5.70644;89;2;3;0;1;1;222500
5.62959;86;2;3;1;1;1;171560
5.44973;112;4;3;0;0;1;218400
7.18788;98;2;3;0;1;1;89500
4.38598;68;3;3;0;1;1;145000
6.72663;70;0;3;0;0;0;106000
7.18788;72;2;3;0;0;1;90000
6.72663;74;1;3;0;0;1;102000
6.72663;87;1;3;0;0;0;102000
6.72663;74;1;3;0;0;0;100000
6.72663;75;1;3;0;0;1;102000
8.31305;63;0;3;0;0;1;50000
6.90114;93;1;3;1;0;1;100000
6.72663;75;1;3;0;0;0;112000
7.76236;62;4;3;1;0;1;65000
6.72663;75;1;3;0;0;1;102000
6.72663;75;1;3;0;0;1;102000
6.72663;74;1;3;0;0;1;102000
6.72663;75;1;3;0;0;0;102000
6.72663;75;1;3;1;0;1;102000
7.18788;98;2;3;0;0;1;92000
6.72663;74;1;3;0;0;1;102000
6.72663;75;1;3;0;0;1;102000
6.72663;75;1;3;0;0;1;112000
7.18788;98;2;3;0;0;1;89500
6.72663;74;1;3;0;0;1;102000
6.72663;75;1;3;0;0;0;102000
6.72663;75;1;3;0;0;1;102000
6.72663;74;1;3;0;0;1;102000
6.72663;85;6;3;0;1;1;90000
7.62723;85;0;3;0;0;0;63000
7.11535;67;1;3;0;0;1;89000
8.31305;62;-1;3;0;0;1;47000
6.72663;74;1;3;1;0;1;102000
6.72663;74;1;3;0;0;1;102000
7.38524;54;2;3;1;0;1;93000
7.03511;56;0;3;0;1;1;73000
5.62959;200;0;6;0;1;1;319000
5.62959;99;7;5;0;0;1;145000
8.16061;87;3;4;0;0;1;119000
5.81687;208;2;5;0;0;1;297000
5.62959;99;7;5;0;0;1;145000
8.31663;119;0;4;0;0;1;140000
8.29633;75;2;2;0;0;1;96000
5.62959;99;7;5;0;0;1;145000
5.10467;170;1;5;0;0;1;389000
6.50025;100;0;4;1;0;1;260000
5.9976;220;0;5;0;0;1;389000
5.81393;40;5;1;0;1;1;74000
5.37218;181;4;6;0;0;0;319000
5.62959;93;7;4;0;1;1;145000
5.81687;267;0;5;1;0;1;393000
5.73123;44;1;2;1;0;1;69000
5.62959;93;7;5;0;0;1;144900
5.62959;199;3;6;0;0;1;319000
5.73123;55;7;2;0;1;1;73000
5.90412;62;8;2;0;1;0;79000
4.72175;67;7;2;0;1;0;87000
5.70644;140;5;4;0;1;1;248000
5.62959;200;4;5;0;0;1;339000
5.90412;28;1;0;0;1;0;59000
5.62959;200;4;6;0;0;1;319000
5.81393;54;6;2;0;1;1;91800
5.45833;160;2;6;0;0;1;256140
1.03442;219;6;5;1;1;1;460000
5.62959;93;7;5;0;1;1;145000
5.37218;93;7;5;0;0;0;144990
5.62959;93;7;5;0;1;1;145000
5.45833;170;2;6;0;0;1;256000
5.81393;45;3;2;0;0;0;85000
7.68287;114;6;4;0;1;1;184000
8.29633;57;6;2;0;1;1;78000
5.62959;200;3;6;0;0;1;319000
8.29633;83;1;4;0;0;1;125000
7.68287;114;6;4;0;1;1;184000
8.29315;65;0;2;0;0;1;89000
5.69101;169;2;6;0;0;1;256140
5.44973;211;3;6;0;0;1;385000
6.9935;58;3;2;0;0;0;92000
5.81687;208;2;6;0;0;1;297000
5.45833;245;1;6;0;0;1;400000
5.45833;154;2;6;0;0;1;246580
5.81687;175;2;5;0;0;1;297000
7.79529;100;3;4;0;1;1;115000
5.45833;162;2;6;0;0;0;246583
5.44973;211;3;6;0;0;1;464000
5.62959;200;4;5;0;0;1;319000
7.81918;85;3;4;0;0;0;85000
7.3264;134;2;6;0;0;0;160000
5.81687;267;2;6;0;0;1;393000
5.45833;169;2;6;0;0;0;256143
5.81687;208;2;5;0;0;1;297000
7.79529;100;3;4;0;0;1;115000
7.16606;62;0;2;0;0;1;94000
7.90292;95;1;4;0;0;1;180000
5.45833;160;2;6;0;0;1;256143
7.62723;66;2;4;0;0;1;137000
5.45833;154;2;6;0;0;1;246583
5.45833;160;2;6;0;0;1;250000
7.52503;42;1;2;0;0;1;67000
7.79529;97;0;4;0;1;1;120000
7.62723;110;2;4;0;0;0;137000
7.62723;135;2;4;0;0;1;137000
7.62723;110;2;4;0;0;1;137000
7.18405;51;0;2;0;0;1;65000
7.03511;70;2;4;0;0;1;85000
6.75633;59;2;2;0;0;1;80000
7.79529;57;0;2;1;0;1;87900
7.62723;135;2;5;0;0;1;137000
7.62723;135;2;4;0;0;1;137000
8.29633;57;6;2;0;1;1;85000
7.18405;100;2;4;1;1;0;120000
8.31663;119;0;4;0;0;1;140000
6.75633;51;0;2;0;0;0;75000
7.62723;134;2;4;0;0;1;137000
7.3264;134;2;6;1;0;1;160000
6.73013;74;5;3;0;1;0;100000
7.93008;100;5;4;0;1;1;100000
7.64762;142;1;5;0;0;1;199000
6.90114;108;3;3;0;0;1;115000
6.73013;74;5;3;1;1;0;98000
6.6667;83;10;3;1;1;1;108000
6.73013;47;5;3;1;1;1;64000
6.58536;45;3;2;1;0;1;52000
7.18788;72;2;2;0;0;1;88000
7.18405;52;1;2;0;0;1;65000
7.12052;49;0;2;1;0;1;68110
7.12052;52;0;2;1;0;1;72280
6.99324;45;3;2;0;1;0;65000
7.12052;48;6;2;0;1;1;63750
7.03511;65;5;2;0;0;1;53000
7.05853;51;1;2;0;1;1;86000
7.12052;44;0;2;1;0;0;59770
7.12052;37;0;2;1;0;0;47260
6.75633;53;1;2;0;0;1;62000
7.93008;57;5;2;1;0;0;49000
7.74758;54;2;2;0;0;1;62000
7.12052;67;1;2;0;0;1;83000
0.30678;79;2;4;0;1;1;237000
0.65282;130;1;4;0;1;1;280000
0.01425;55;3;2;1;1;1;189000
1.2597;115;5;4;0;1;1;369000
1.06759;39;2;2;0;0;0;118000
0.42547;77;1;2;0;0;1;230000
0.16115;50;0;2;0;0;0;112000
0.86725;140;3;4;0;0;1;300000
1.09097;46;4;2;0;1;1;139000
0.65282;94;1;4;0;1;1;240000
0.53825;62;3;2;0;1;1;119000
0.60286;67;1;3;0;0;0;200000
0.90198;100;0;4;0;1;1;250000
1.12323;71;2;2;0;0;1;173850
1.62981;39;-1;2;0;0;0;58900
1.51368;63;2;2;0;0;0;165000
0.52143;58;3;2;0;1;0;189000
0.90908;73;0;2;0;0;0;148000
1.70743;83;2;3;0;0;1;150000
1.12323;85;3;2;0;1;1;250000
0.60286;33;4;2;0;0;0;85000
1.06759;46;0;2;0;1;0;110000
0.66727;12;1;0;0;1;1;48000
1.51368;109;5;4;0;1;1;330000
1.04217;24;3;1;0;1;0;75000
0.79545;67;2;3;0;0;1;220000
0.50334;105;3;3;1;1;1;270000
1.16387;127;1;4;0;0;0;230000
1.35951;68;1;2;0;0;1;145000
0.42338;53;-1;4;0;0;0;89000
1.70743;46;0;2;0;0;0;80500
0.35577;128;2;5;0;0;1;358400
1.24685;36;4;1;0;0;0;72000
0.35577;128;2;3;0;0;1;358400
1.06759;21;-1;1;0;0;0;35000
0.54319;62;2;2;0;0;0;145000
0.42338;54;1;2;0;1;1;188000
0.53825;125;4;5;0;1;1;350000
1.43111;115;3;4;0;1;1;375667
1.32584;40;-1;2;0;0;0;44000
1.16387;127;1;4;0;0;1;230000
0.60286;67;1;2;0;0;0;200000
0.60286;67;1;2;0;0;1;200000
1.62981;38;0;2;0;0;0;51500
0.21005;109;2;3;0;1;1;299000
1.16387;91;0;4;1;0;0;250000
1.62981;47;0;2;0;0;0;85000
1.06759;21;-1;0;0;0;0;35000
1.35493;140;1;4;0;0;1;320000
1.06365;56;0;2;0;0;1;112000
1.06365;56;0;2;0;0;1;112000
1.00181;106;2;4;0;1;1;371000
1.09097;94;1;4;1;1;1;225024
1.06759;105;4;4;0;0;0;160000
1.41411;115;3;4;0;1;1;219000
1.09519;34;-1;2;0;0;0;51000
1.51368;63;2;3;0;0;0;165000
1.06759;21;-1;0;0;0;0;35000
1.35493;70;3;3;0;0;0;140000
1.35493;64;3;3;0;0;0;140000
1.12221;80;3;3;0;0;1;200000
1.35493;71;3;3;0;0;0;140000
1.20429;73;1;3;0;0;1;218911
1.4092;72;1;3;0;0;0;215460
1.41411;99;0;3;0;1;1;240000
1.4092;59;2;3;0;0;1;172000
1.59957;66;-1;3;0;0;0;95000
